"username","description","verified"
"OliviaTanager","(she/her) / ecological justice advocate / tweets are my own",FALSE
"bedbug_blog","U can always Count ON US Truth & Only Truth on Banishing Bedbugs Mosquitoes, Kissing Bug & their transmission of Deadly Tropical Diseases like Chagas Zika MRSA",FALSE
"NNudists","Welcome to the only dive and boating club of its kind, operated by and for nudists and guests who are interested in clothing free recreation.",FALSE
"AFPhotos","Award winning Automotive Industry executive and Photographer with an eye for travel and a love of family. That says some about me.",FALSE
"jeremysapp90","The Construction Connector. Construction Recruiter. CEO of The JS Agency. Passionate about Success and Freedom",FALSE
"deebelle3","retired and aging...what can I say! Liberal;animal lover;all around nice person...retired caseworker..#TheResistance",FALSE
"redheadjen21","I am the Bad-Ass Badger. MeToo FBR  #FuckCancer #GrownUpsInCharge #Breathe #Vaccinated",FALSE
"kenkircher1","Lost wife & best friend, Emily, 11/19/2017.
Blue. Gunsense. BLM. BDS.
Repulsed by hatred, bigotry & the Republican war against democracy itself!
Vote Blue!",FALSE
"RealJoshMorrow","Don’t Be A B!tch™️. Classy with a dash of Sexy! 100+ Hours of chair time for my ink. #HHN for life.",FALSE
"G111kojak","",FALSE
"EdOffner","",FALSE
"Nickyorksmids","Loughborough Univ economics grad and Chartered Accountant. Owls fan. Comprehensive educated South Yorkshire oik from a pit village, now in rural Leicestershire",FALSE
"TroyHBomb","UMO & Bama alum | Wolfpacker, Raging Gump, Orioles fan, Washington Commie, Caniac | Sports, comics and Star Trek/Wars",FALSE
"dawnh333","Mom, college student, photography, Cooking in Pittsburgh. #setonhill #cooking",FALSE
"LZanakis","""""If you want to live like a Republican; vote like a Democrat""""",FALSE
"MadeiraBeachRec","The City of Madeira Beach's OFFICIAL Twitter account--your first word on Mad Beach Fun!  #MadBeachFun Follow us on Instagram @Madeira_Beach!",FALSE
"JackSorenWrites","Author of THE MONARCH and THE TOMORROW HEIST from HarperCollins. #thriller #crime #suspense",FALSE
"scottpw7","weather & NOAA geek, CO₂ at birth 312 ppm. odds are by 2025 the summer arctic ice will be gone,(before I learned about local variability), he, him, we are, I AM",FALSE
"caldwve","Pediatric OT, Childfree, Care about others and the environment",FALSE
"CathjaRin","A little eco warrior 🌎 🧘‍♀️a little Pop Culture & Music 🎼🎤🎬💃🕺A little Science & Tech 💻🛰💽📡 A little Art 🎞📸📽📹 and a little bit rock n roll",FALSE
"fluffymason","Just a part of a big universe.....sings, makes things, participant.... non-binary pronouns: #notyours #StopReferringToMeInTheThirdPerson",FALSE
"BooRosko","I’m old & allowed to be grumpy when necessary. Cat protector, wildlife lover-not so much most humans. Miss living on my⛵️. No lists, please.",FALSE
"ndigenousphoto","Elevating the voices of Indigenous visual storytellers.",FALSE
"gene038","",FALSE
"CathyKing70","A moderate baby boomer 💃🏼Grandma, Artist🎨Dem 🌊Never too old to learn new things. 🌊🌊🚫NO DMs🚫Block bots 🌊🖕tRump 🚫GQP 💦Spoutible💦🐳🐳🐳",FALSE
"judecol95605614","Retired psych nurse.Political junkie.#resist",FALSE
"Janschiller16","retired DV victim advocate, Mom, Grandma, Wife #WearMasks #ItsTheGuns #overturnCitizensUnited #AbolishElectoralCollage #BanAssaultWeapons Lifelong Dem",FALSE
"BarusArus","#Resistance #StandWithUkraine #NeverForget #NeverForgive 
Trump is A Criminal #LockHimUp! #JusticeMatter 
#AnimalLivesMatter, Be kind to all animals 🐘🐧🦧🐈🐕",FALSE
"MariaMisilewich","Retired Worked/Traveled most of the U.S. also  South Korea, Singapore, Taiwan, Hong Kong, China, Borneo, Australia, Ukraine, Belarus, Mexico   DM= Block",FALSE
"akoonce53","I'm a Democrat. #RESIST, 
#Protectkidsnotguns, #StandupforDemocracy, #FlyinforBiden",FALSE
"fham44","Cranky old man, opinionated and difficult. Looking to keep democracy in America.",FALSE
"Hollett_Dale","child advocate , Hard core Democrat,
retired DA,books 📚, camping 🏕, love of nature
kindness matters

NO DM'S😡👎🙈
😇~❤☆🐈*🌻🌲Biden
SupportMentalHeath",FALSE
"domvito61","🙏that good will overcome this Republican hate we're dealing with! #resi
#voteblue
CASH APP $FULTONNEALY
Zelle domvito61@gmail.com
https://t.co/rIbWE3Iv4h",FALSE
"patrish66","Retired Second Grade Teacher #TheResistance #Bluewave #NeverAgain #BlueTsunami #StillWithHer #EqualPayDay #GunSafety #NotMyPresident #MeToo #ProChoice",FALSE
"thincttrain","Care giving stranger minus the long hair. pic from 1972",FALSE
"SonoraLori","Married 39 years,love family,friends,my 4 dogs, the Sierras, rivers ,the Beatles 🌊When INJUSTICE becomes LAW #RESISTANCE becomes duty❗RISE UP❗No Lists please👍",FALSE
"Doralgal","#TeamAmerica, retired ED RN, volunteer vaccinator, current methadone clinic nurse.#FightForDemocracyIsOn",FALSE
"DawnCampion2","Actress, country girl, introvert, we NEED hand marked paper ballots! Twitter is a public forum, I’m unlikely to respond to DMs. 🆘",FALSE
"sifalio","The former guy is irrelevant, but I still hate him. Animal lover, vegan #RESIST #LockHimUp #BLM",FALSE
"GreenwindBlue","NAFO fella 🇺🇦🇺🇸The world is barreling toward a future of unbearable heat/escalating weather disasters/collapsing ecosystems/widespread hunger/disease.",FALSE
"brookselaine70","Greek American 🇬🇷Humanitarian. Advocate for social justice. Anti-racist. Keep the blue wave going 🌊. Double vaxxed and boosted.",FALSE
"Blupeople1","""""MAKE GOOD TROUBLE"""", Americas HERO JOHN LEWIS🇺🇸AGAINST ALL THINGS TRUMP, MAGA REPUBLICANS as in Sarah huckSanders = “ShuckS “ AR❗️",FALSE
"BrianTorri","Long history in customer/public service, I deeply believe in it. BA-English, MUPDD(Urban Planning). Politics can be beautiful when it’s not nihilistic.",FALSE
"ChristineParini","Flwd @morgfair @RepSwalwell @girlsreallyrule @donwinslow @RoArquette @AdamParkhomenko @funder @HeatherThomasAF @mayawiley @UPenn",FALSE
"SharonCoryell3","Retired store clerk,Grandma,cool dog owner,awesome Mom 😎 #FibromyalgiaWarrior #Resist #NeverAgain #FBR #BLM WEAR A MASK!! 😷 #DACA",FALSE
"_peen_","I like cats! 😻",FALSE
"jayne_fasolino","",FALSE
"1ted_gilbert","We got our Country back but vigilance stays as embedded enemies lurks within. Democracy prevailed. I follow back. RT=share/thoughts. No DM. #TheResistance.",FALSE
"thick95","I love my black people! Activist, Mother, Woman of God, Justice seeker, I have a heart for the people.🌊 #Democrat #impeachTrump 🌊#AfroCentric 🌊#VOTE",FALSE
"ErinGoBragh360","🇨🇦🇮🇪 ♓️♌️♋️#ARA #Empath #Atheist #Liberal #FBR #BLM #ProChoice #Vegan #ENFJ EX CHP #911Dispatcher #TeamPelosi #Banhunting #Politics #drcole #BluesMusic",FALSE
"127cory","I live for my Granddaughter Retired Marine #Biden my President. #FBR #Resistance #Daca I’m with Ukraine",FALSE
"ProudCee","Fundamental Christianity is authoritarianism wrapped up in hypocrisy and dished out by the Republican Party! VOTE! PRESIDENT BIDEN & V.P. HARRIS. #VOTE",FALSE
"iambrig","🌊SISTER RESIST🌊
My sister was a #Resister.
This was the sign she held the last two marches before she died.
#FuckCancer #Resist4Her🇵🇷🇺🇸 Democratic Patriot",FALSE
"Leslie17Debbie","Open-minded; will vote for best candidates, regardless of party...(usually not R) Married to my best friend..Lover of animals & children. #RESIST NO LISTS",FALSE
"monyc727","If I am nice to you, it's your fault!
                       #BlackLivesMatter
                   #EqualityForAll 🏳️‍🌈
                      #KindnessCounts💙",FALSE
"rockymtn67","Dad - Grandpa - Army Vet - Democrat - Colorado Native  

#FuckFascism
If you're crying about a speech condemning #Fascism YOU are the problem!

#taxthechurches",FALSE
"BabyBoomerBoyya","I love music from the 1960's and beyond. Especially old school Motown music. A bit sarcastic yet loving and faithful. Let's share happiness and have fun! Peace.",FALSE
"marthaj44","retired nurse ,mom ,sister and grandma. i love sewing ,politics ,football (geaux Saints) ,and reading.",FALSE
"1stgrace108","I'm still flabbergasted at how close we came to losing our democracy. And mad as hell about it.
#ConvictTrump
#SeditionCaucusResign
#NoJusticeNoUnity",FALSE
"raye8405","Life is like a box of chocolates! Fr Chair Democrats Abroad Zurich Switzerland . Singer/Songwriter/Voc coach Oregonian  Currently GBC Networking Deputy NO DM’S!",FALSE
"JohnMonteith5","Author of Good Doggie, a mystery with a comic twist, at Amazon. Love animals, loathe Republicans, former Peace Corps volunteer, counselor, proud lefty.",FALSE
"peacerise83","Hospice social worker, mom, animal lover, leftist #Bernie2020 #BLM #M4All #GND",FALSE
"esmermiami","fan of FL team sports, Florida native transplanted in S Texas",FALSE
"debjgreen1","#TheResistance 🇺🇸#ResistanceDebracrats #NeverthelessSHEpersisted #TheResistanceGrandmas 🌊🌊🌊",FALSE
"chrissiania","To make a difference, BE the difference. “You never know how strong you are until being strong is the only choice you have.” VOTING is your strength. Resist",FALSE
"kimc473","A watcher in the dark. A clear voice when so many close their minds to truth. #Resist the Fascist White Nationalist GOP On Post Now at kimc473",FALSE
"goodolrocknroll","retired RN liberal female. Grandmother to 5 granddaughters NOT RELATED TO JOSH !!!!!!! I just lost the love of my life in June. I’ll never be the same.",FALSE
"t_rustyboy1720","",FALSE
"denisedebranch","",FALSE
"jobethaitkins","Widow, grandma,, worked for the American Red Cross for 15 years & @ at a shelter for abused women.  Volunteer in my community wherever I'm needed.",FALSE
"wanger_ed","#BillsMafia forever and indie music",FALSE
"InglouriousGwen","#ExGOP since 2016. #FBR
Separation of church/state.
Blocked by Seb Gorka and Kirstie.    
Humanist, Mom, Wife. 
Vicious violent radical left thug😂 🌊",FALSE
"PolicyCandy","Tweets are my own views and do not necessarily reflect the position of any associated organization.

Nerd. Trans guy. Typos abundant.",FALSE
"nancyrubin","Interdisciplinary PhD ★ All views my own ★ """"Ever tried. Ever failed. No matter. Try Again. Fail again. Fail better."""" ~Samuel Beckett",FALSE
"vmtones","Earth Angel • ♊︎ • Soñadora 💭• @casadelcosmosfl",FALSE
"KelKass","NYC writer/consultant working in Marketing/Comms. 3x @midnight Top 10'er, 3x @HuffPostComedy, Mets fan, & pun specialist! Need writing/editing services? DM me!",FALSE
"notanotherrecka","Runner, Nerd, Ocean lover, Cat n Dog Mom ❤️ Great things happen in Philadelphia! 🌻 Baby Yoda 🥰",FALSE
"FT1635","",FALSE
"Mauricejcooper","“Cooper” Account 1: VOTE LGBTQ. Coachella Valley & Santa Barbara. Non Active Facebook. Instagram: mauricej.cooper1969 Find me on Spotify & FLICKR",FALSE
"KinessaJohnson","OEF Veteran | Founder of @Wildlandssafari | https://t.co/kpjxDUjrh6 | Ethical Hunter 🌍| Advocate for Wildlife Conservation | Management @the_tenmgmt",FALSE
"ZavaletNancy","I love Animals, hate injustices, love all, colors ✊🏽✊🏻✊✊🏿#TrumpIsNotMyPresident #LoveTheResistance 💪 #blueWave the truth will always prevail} proud Democrat",FALSE
"peoplearecraz","I love to read the Sask.Rough Riders are my favorite football team,Leafs,hockey Toronto Blue jays baseball and
the Raptors favorite basketball team.",FALSE
"SeattleAnne","",FALSE
"BryanMi13344246","/G\ #PHA #SunbeamLodge#46 #DCB4L #UNC4L",FALSE
"Jays_Princess","Blue Jays Baseball Fan, middle sister, slightly stuck in the 80's, overly protective of the people I love",FALSE
"Samanth66519038","#Trump2020, CRPS Warrior🔥🧡, Pansexual🏳️‍🌈, Writer when my illness allows,#RA, #CPP, #InvisibleIllness, #Spoonies, #Wiccan, Loki and Oliver's Mom (Cats)😺",FALSE
"spookygh","Retired nurse with paranormal interests. 2 dogs and 2 cats all rescues-NOT looking for dating or relationships, if that’s your interest don’t follow me",FALSE
"davemattlouann","#RESIST #WTP2020🔄 #HandMarkedPaperBallots #BLM",FALSE
"MuckHogie","How much of that shit you want cut off?",FALSE
"wyndsayl","Science, National Parks, Equality, Freedom, History, Ecology.  
@NatlPopularVote @fairvote 
@wyndsayl@mastodon.world 
https://t.co/aPdyEqQPCU",FALSE
"garden4u_wa","Student, technical college supporter, wanna-be-beekeeper",FALSE
"loneheart92","Everchanging
Born before Blue's Clues aired
#NoonaArmy
🔞🔞🔞
Favorite phrase: Negro Please 

Barcen👽

NSFW

🍵

#ARMY #VIP #IGOT7 

Foodlover
Virtual Traveler",FALSE
"dmdevl","Curious Michigander seeking fun, inspiration & craft food and drink.Maybe some justice too. #Resist 💙🌊🌊🌊 #BLM #standwithUkraine 🇺🇦",FALSE
"LindaSN0228WI","The Truth Is My Opinion. Volunteer Mom & Grandma Born in Milwaukee.#Wisconsin #FBR #IStandWithUkraine #SlavaUkraini 🇺🇦✌️💕🙏🏼💪🏼 DM my email. 🇺🇸🏈💎👍",FALSE
"anabel4015","Fashion designer & Geógrafa

Colombiana 💛",FALSE
"DapoSuperS","‘23 can you do something for me! #2023   On Grind Mode #GrindingSoftly 🫠😈💀",FALSE
"422toxica","I see your circle from all angles🔮",FALSE
"MickDAmario","Who Dares Wins • #Indie •  #NeverMAGA • #NeverGOP • Slava Ukraini • 🚜🇺🇦",FALSE
"Macgirl730","Wife, Mother, Grandmother, amateur artist. Trying to get through this life experiencing as much joy as possible while living with chronic pain.",FALSE
"wishesIVL","",FALSE
"StrongRN","New Orleanian/Bristol/NYC nurse",FALSE
"FindaWaytoHelp","“When you feel the suffering of every living thing in your own heart, that is consciousness” - Bhaggavad Gita",FALSE
"KarenJacoby9","#TheResistance #VoteBlue #BoycottNRA 🚫 #bidenharris2020 #BLM",FALSE
"deb_bromley","I'm just a girl in the world... that's all I'll never be...",FALSE
"DiJohnson15","Disabled Navy vet, Gran-Gran lost her filters. Came for the food, stayed for the revolution. Part of the immune Herd. #PardonRealityWinner #IStandWithUkraine",FALSE
"YsanneBueno","Patois Extraordinaire. River Worshipper. Roti Rebel. Sweet Smile Supplier. PWIW (Proud West Indian Woman). Believer in Dreams. CashApp: $Ysy876",FALSE
"TabbCarole","70+ Army Nurse Corps Vet, widow/mother/Nona/friend; far from perfect BUT well meaning & voting BLUE!
LUV family, socializing/live music/dancing, gourmet food!",FALSE
"dragonfire55555","Photographer, animal lover🐘 hard science/logic, technology, redwood groves, ocean love affair, respect & support U S Rule of Law/Save Our Democracy.",FALSE
"fantasyfbdriven","",FALSE
"MargaretKate27","22 🥳• she/her • fmr. Douglas County @WisDems • chair @YoungDemsWI • @ProgressNorthWI • fmr Sierra Club Intern • env sci grad 2022 (rts ≠ endorsements)🌿🌊",FALSE
"oldawg55","Learn something new everyday. Patriots strive to elevate everyone. Wake up America. Quiet observer until the coalition of decency totally won me over#Resist#FBR",FALSE
"sarahmakuta","probably drinking a Diet Coke. | media is fun. | @FordhamNYC alum",FALSE
"studentsabrina","living in the era of FAFO. batshit crazy times.",FALSE
"lkortbutler","Sociology & criminology. Faith & politics. Sci-fi stuff. In other words, dispatches from The Twilight Zone.",FALSE
"JCarp85","Michigan native. Transplanted to St Pete FL.",FALSE
"leicadaddy","Hard at work as a volunteer for a local historical society. Retired 8 yrs ago from USPS. Shooting with Leica film and dig, also fly fish and kyack.",FALSE
