"username","description","hand.label_simplified"
"KLR_Editor","From Elizabeth NJ to Miami FL, with a long layover in DC. Head of News at McClatchy","media"
"JSalomoneTV","Tampa, FL. Reporter @abcactionnews. Sarasota native. USF grad. Want me to look into something? Send me your ideas: julie.salomone@wfts.com","media"
"USRealityCheck","Top #News from the U.S. and around the #World ▪ RT ≠ endorsement ▪ #USRC ▪ https://t.co/Qo8cdHz4qL","media"
"Sentient_Media","Through independent journalism, we're creating awareness of agriculture's impact on the world around us.","media"
"sunglow2022","O ke aloha ke kuliana okahi malihini. Love is the host in strange lands.","other-int"
"lori_rozsa","Helping the Washington Post cover Florida. We never run out of news in the Sunshine State. ☀️lori.rozsa@washpost.com @washingtonpost","media"
"fcilurso","Planning Editor at Spectrum Bay News 9. News hound who loves sports and classic music.  Any opinions are my own and not necessarily those of my employer.","media"
"KJones821","Dog mom 🐶 recovering reporter 🎤 caffeine enthusiast ☕️","other"
"NewJeruTV","News & Scripture As Prophecy Unfolds....","other"
"BK2020GR","TheGrandfather, News junkie, No party line, no constituents, no donors,.Just an honest opinion.","other"
"GLCMag","North Central Florida’s Top Life Style magazine. Travel, business, super cars, fashion, recipes and more. Keep up with local events and plan your weekend.","media"
"bonnesmith","journalism educator, former creative director Snappy Players Troupe of the coolest people with developmental disabilities sharing stories, drama chicken gurl","other"
"TPPCtv","Pets Teach Us So Much Radio Show hosted by Joseph & Robbin Everett on iTunes. Animal advocates, product influencers.","media"
"caranddiner","Road trips, roadsters, and road food. Host: Bruce Hunt, Florida travel/history author: https://t.co/h7xhwaejLR """"Visiting Small-Town Florida 4th Ed."""".","other"
"QTweather","Director of QT Weather located in the beautiful Chicago Board of Trade building in downtown Chicago. Check out QT Audio News and https://t.co/yhmogpYWHe","other"
"TravelPulseCA","Travel industry news, videos and info on cruises,resorts, tours, airlines, destinations.","media"
"newsline","Newsline is Breaking News from Around the World. Official source of news for https://t.co/P1mH8mz3l2","media"
"travelnchill","Travel News 📰📱#travel #hotels #flights ✈️🌞🌍 #followback","other"
"AlexisTBBJ","Editor-in-chief, Tampa Bay Business Journal | To see my personal feed: @AlexisMuellner Tips/news: amuellner@bizjournals.com","media"
"TheSuncoastNews","Covering local Suncoast news and some national news. Alumna @UofMaryland, Vet @DepNavy. Bringing back Truth In Media!","media"
"SquirrelMoose59","Ppl have to ❤ items before RT or they get blocked. No trolling  account/feed. No political correctness here. Absolutely No DMs. I report fake celebrity accts","other"
"alejandromeroTV","Multimedia Journalist. On-air Talent. University of Tampa Alumni. Pro Wrestling Enthusiast. 🇲🇽/🇺🇸. RT/Like not endorsement.","media"
"_jakeira","Florida A&M University Alum 🐍 | 1908 | Journalist | @GMA | Opinions are my own.","media"
"DrDoreenD","Physician/Journalist/Environment; Host One Wonders WWPR1490; Volunteer Vaccinator; Cornell-Communications #LeadOnClimate #Environment #Media #Radio #FollowBack","media"
"paulvowens","President, 1000 Friends of Florida. Former Orlando Sentinel opinions editor. Stanford University MA journalism. U.S. Senate staffer.","gov"
"craigtimes","THE STATE YOU'RE IN & MANATEE INSANITY both out in paperback now! Other books: NYT bestseller OH, FLORIDA! & CAT TALE. Columnist, Florida Phoenix. Florida man.","media"
"5wa","Storyteller 4 @CondoSeniors, @DrivingTheDivas, @PelicanBeakon. Travel/WIldlife/Nature photographer, writer, artist, #NASASocial, #Vet, Unbiased opinion, #press","other"
"weatherbryan","Meteorologist, AMS Certified, Emmy awards for coverage of Hurricane Sandy & Irene, Undergrad degree from GT, Graduate degree from MS State.","media"
"TerryWardWriter","Career journalist, Florida-based travel writer, scuba diver, mom. Bylines @CNN @NatGeo @lonelyplanet @AARP @scubadivingmag @CNTraveler On Insta @TerryWardWriter","media"
"Libby0114","Libby Hendren is a producer at 10 Tampa Bay (WTSP) in St. Pete, FL. When she's not producing and writing, she likes to travel. See https://t.co/etW5hN44jQ.","media"
"mariocruz","Dad of 4, HackerMaker, Musician,Founder,IOT. Miami MakerFaire producer & HotSauceMaker. Building stuff @watscoventures. OpinionsRmine https://t.co/xi5pYBp2sf","other"
"JeanGruss","I help entrepreneurs tell their stories. News veteran. Diver 🤿, runner 🏃‍♂️ I dive @activedivers, volunteer @coralcrf & @medals4mettle, run with @runadic.","media"
"TideAMI","Coverage from multiple news outlets and a variety of local sources to make sure you have ALL the news from around Anna Maria Island Florida. 🏖","media"
"miamiinformer","Local Miami News and USA updates from A - Z, that's what you get from us.","media"
"SarasotaMagazin","Sarasota's city magazine.","media"
"McGMaeve","Journalist and podcast producer/writer/editor based in Miami","media"
"ScottyPowellWX","@WBTWNews13 Meteorologist • @CarolinaWxGroup podcast • Penn State Wx • SMI Meteorologist • NC Native • SC living • App State Alumn • ✝️ • ⛳️ • 🌊","media"
"ElvisAlligatori","Alligator wants to save the Everglades from destruction while watching TV documentaries & hoping for a snout scratch from Thomas Gibson!","other"
"NicCarbon","Freelance Editor Writer Blogger 
#WSET Award in Wines 
#Wine #Lifestyle #Travel #Sarasota #SRQ","media"
"DavidBarckhoff","Sag-Aftra Nominated Actor Producer Director Screenwriter, NavyCombat Vet Public Safety Advisor, Stunt Coordinator Songwriter BMI Nashville Emergency Mgmt Expert","other"
"playbackcsrtv","""""PLAYBACK SOCIAL ENTREPRENEURS - an innovative news, business & entertainment program focused on issues of Social Responsibility and Sustainability.""""","media"
"MicrobesInfo","Tweeting and RT-ing microbiology news, articles and comments relevant to aspects on bacteria, fungi, viruses and other microbes / microorganisms. Microbes are 💪","media"
"GabrielleArzola","Reporter at @CBSMiami | Foodie | 🐶 mom | Fluent in croquetas","media"
"ksummerwine","Married, retired teacher, Lightning & Rays fan, part-time fan host","other"
"debrode","Churchill: A free press is the unsleeping guardian of every other right that free men prize; it is the most dangerous foe of tyranny.","other"
"S_Maggie_Nic","NO FollowBack RESISTER LISTS. I vet before following back. Mostly I share Fla news. #LyreHarp player || #TheResistance #DeathSantis #ArrestTrump #RemoveRon","other"
"helnfitz","Professional journalist, reporter, news editor, editorial page editor with 30 years newspaper experience. Political science grad.","media"
"marciasgreen","Stock Market, Legal, Political, Lifestyle and Personal News
Tweets/Retweet/Likes are not advice or recommendations","other"
"DeniseSawyerTV","Corporate Communications and #PublicRelations in South Florida▪Former CBS12 Reporter/Anchor ▪Outdoor Fan▪Have 5 Big Brothers & Loving Dad▪HowardU Alum","other"
"Senseofplace4","NPA  Taxpayer 
Constitution
Support Law Enforcement
American History 
Up to you to pull your weight 
Reject """"cancel culture""""
""""woke"""" Film  TV the new kool-aid","other"
"PattyDahlgren","I show up. Producer. Biz Owner. Marine Mammal Rescue. Ocean Conservation. Crows! Reader! Gardener! 1980-Y2K Vintage Clothing https://t.co/6TD6w3NmNZ…","other"
"NoDocumentaries","Writer, journalist, storyteller. Semi-retired trivia geek. Fantasy Football nerd. Aspiring wannabe Tetris master.","media"
"CharlotteSunFla","Newspaper bringing you local breaking news and features for Charlotte County, Fla.","media"
"sun_port","The newspaper of North Port, bringing you breaking news and features from North Port, Fla. #northportnow","media"
"VeniceGondolier","The Venice Gondolier Sun is a twice-weekly newspaper that covers Venice, Fla., and the surrounding communities of Osprey, Laurel and Nokomis.","media"
"cindysnyderbook","Freelance writer & editor. Love photography, Photoshop & art of all kinds. Have a soft spot for animals. And, yes, I edited all those books above (and more)!","other"
"BradentonPatch","Local news, alerts, events and more. We're your source for all things Bradenton.","media"
"SarasotaPatch","Local news, alerts, events and more. We’re your source for all things Sarasota.","media"
"ecobearwitness","Curated real #ecology #climate #environment #ukraine #humanrights #water #ocean #forest #indigenous #renewable #protest #AI #ESG #space #science #peace news","media"
"radiocraigkopp","Radio man, Podcast man, Writer man","media"
"Aunty__Em","10yrs newswriter Citytv; Prior: 15yrs freelance investigative journalist & Cultural Gadfly for analog mags. 15yrs in 'Merka after 35yrs observing from Canada.","media"
"notorioushilary","zombie mermaid,unprofessional biologist+ art lover+news junkie+ chapstick connoisseur+ Psaki stan (credit for profile photo:Amy Judd)","other"
"AlexisStargazer","The truth is naturally interesting. That's why I became a reporter.","media"
"PuntaGordaSun","The Punta Gorda Sun is the daily newspaper for Punta Gorda, Florida and the surrounding area.","media"
"Colleen_ham1","8 Time Emmy Award-Winning Producer/Director/Writer. Documentaries. Spent decades as a TV News reporter, producer, executive producer.","media"
"EnvirHealthNews","Since 2002, Environmental Health News has covered the most important stories on environmental & health issues every day. Newsletters: https://t.co/xhlk4i5P3j","media"
"NewbornSteve","Public radio itinerant","other"
"Steph_Colombini","Health reporter for WUSF Public Media, Tampa Bay’s NPR station. Still a New Yorker. Live for live music! She/her","media"
"CoastalNews365","Coastal News Today & the American Shoreline Podcast Network. Daily news, podcasts, analysis, and stories for coastal and ocean citizens 🌴🌴","media"
"Reportographer","I cover Manatee County news for the Sarasota Herald-Tribune, and anything else in Florida they let me write about!","media"
"djinisinabottle","Rome-based reporter. Contributor @smithsonianmag.
Writing in @teenvogue @nytimes @natgeo @glamourmag + more.
Say 👋: elizabeth@grafonwritingco.com.","media"
"KathyWingard","Former journo for @AP. Owned by ShihTzu, parrots,cats.#NASASocial #weirdFL FL native; NASA supporter; #Internet pioneer. RTs aren’t endorsements, just info.","other"
"cyndilenz","Award winning documentary filmmaker, photographer, psychrn, crazed river warrior of the Indian River Lagoon. Editor & trouble maker at https://t.co/oyrEAwZCNa","media"
"ampincivero","LOVE my girl ❤️, writing✍️, art🎨, beauty🌺, music🎵, photography📸, cats🐱, reality TV #TheBachelor🌹 
Mostly doom scrolling the Apocalypse 
#WearAMask 😷 #N95","other"
"StorySpirit4U","Lorraine Carey, Award Winning Author, Teacher, Editor, Writer, When the spirits speak, I write. Sigma Female Empath #author #paranormal #romance #Supernatural","other"
"WDBOtraffic","Giving you triple team coverage of traffic every 6 minutes in the morning on Orlando's Morning News, & updates throughout the day.","media"
"CharlieGotSazon","💿 curating @AnnexMiami ++++ @Proibidae305 🏠 Resident Selector The Boombox Miami 🎤 Host of """"For The Record"""" on @MCR_Radio 🎟 https://t.co/3KkUrQmyrR USA","media"
"AirfaresToGo","I’m on my journey (paused for now). Join me by following along for destination ideas, airline/travel news/deals and the offbeat.","other"
"StandForBetter","Producer of The @goodtroubleshow.  Subscribe on YouTube at:  https://t.co/CKCDdfRuiY…","media"
"jimbowilstone","love sports...politics....TV...former Republican","other"
"DavidJNeal","Journalist since 1986. Walking non-sequitur. Retweets aren't endorsements. Eating is a pleasure in which I indulge with enthusiasm. #OneHeraldGuild #ReadLocal","other"
"RONCOULTER","News and political junkie. Exiled to Florida, but my ❤'s in Ashtabula.","other"
"KeyWestGwen","Covering the Florida Keys for @WLRN. All-purpose reporter with a standup comedy side hustle @comedykeywest. gfilosa@wlrnnews.org https://t.co/Am0xin6wBA","media"
"sincerely_steff","#TeamMuir, Pedro Pascal stan, Grogu Djarin's nanny, Frequent (Re)Tweeter of news; BA in Biology","other"
"DylanAbad13","WFLA Digital Content Producer","media"
"haltman","Senior staff writer for @thewarzonewire, former MilitaryTimes senior managing editor, military reporter @TB_Times","media"
"ValezkaSNN","Reporter - Multimedia Journalist @SNNTV | @USouthFlorida Alum | #GoBolts | ⚡️💥","media"
"TCPEnvironment","Breaking and in-depth environment coverage from @TCPalm journalists along Florida’s Treasure Coast 🌳","media"
"LisaCRadio","Murrow award-winning former nat’l anchor for NBCNewsRadio in #ATL by way of KC w/ 👀 on FL, Chiefs fan, avid collector of memories 🏖😎🐬","other"
"garyglx5","Chicago - Great Lakes Now, an initiative of Detroit Public TV. Occasionally, book reviews. No expectations. No awards. Tweets, mine.","media"
"FedupMF","Pissed off Girl Dad, tired of all the bullshit and lies.  Concerned citizen, Commercial Banker/Consultant/Project Manager.  Sports fanatic - my reality TV.","other"
"Wendilanetv","TV Reporter @wfts Iowa grown #GoHawks in Florida, loves animals, dogs, cooking #vegan, wine, travel, and trying to make a positive difference in the world.","media"
"PulpNews","The Fastest Crime News Updates on the Planet!","media"
"PalmHarborPatch","Local news, alerts, events and more. We’re your source for all things Palm Harbor.","media"
"LargoPatch","Local news, alerts, events and more. We’re your source for all things Largo.","media"
"DunedinPatch","Local news, alerts, events and more. We’re your source for all things Dunedin.","media"
"SouthTampaPatch","Local news, alerts, events and more. We’re your source for all things South Tampa.","media"
"GulfportPatch","Local news, alerts, events and more. We’re your source for all things Gulfport.","media"
"SemHeightsPatch","Local news, alerts, events and more. We’re your source for all things Seminole Heights.","media"
"SHarborPatch","Local news, alerts, events and more. We’re your source for all things Safety Harbor.","media"
"EastLakePatch","Local news, alerts, events and more. We’re your source for all things East Lake.","media"
"LutzFLPatch","Local news, alerts, events and more. We’re your source for all things Lutz.","media"
"PinellasPatch","Local news, alerts, events and more. We're your source for all things Pinellas.","media"
"DMann2_Official","Writer, producer, and sometimes actor. Late Checkout (Coming Soon!), Watchdog (2023). James Bond, Horror, and Doctor Who junkie.","other"
"danuscripts","Associate Editor, Trending & Features @hearstcmg. I like motorbikes and books. Let’s watch a star war. RT ≠ endorsement. Tips: Daniel.Figueroa@hearstmediact.com","media"
"TarponSprgPatch","Local news, alerts, events and more. We’re your source for all things Tarpon Springs.","media"
"florida_grand","Journalist in exile. Interviewed Brady, Jeter, Tiger, Jordan back in the day. Got banned on Twitter at 75K for calling Fauci a fraud. My TiKTok has 69K.","other"
