"username","hand.label_simplified","description","max.class","single.label"
"prmixx27","other","Land Surveyor. Baseball coach. I wish I knew how to play the guitar. 🎸","other","other"
"lee616","other","Right To Privacy Love Is Love Stronger Together Stand With Ukraine 🇺🇦#ImAgainstAntisemitism","other","other"
"EPEC_Florida","other","EPEC is a 501(c)3 charitable, non-profit organization dedicated to preservation, education, and sustainability.","other","other"
"FrankenRocket","other","Old Hippie Lost & Found. Floriduh is a clusterfuck! DO NOT COME HERE! #Resist #SanctionTFG #VoteWithYour$ #CorruptFL #BogusSCOTUS 🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦","other","other"
"TampaWoman1965","other","My mother's daughter","other","other"
"realRevKev","other","it's not all about me; perfectly imperfect; work in progress; hopeful romantic; cancer survivor; dogs rule! beach proximal.","other","other"
"tanya556","other","I live in the Tampa Bay area, just walking distance from the beach!  I'm lucky to live in this paradise and I love every second of it.","other","other"
"LaurieFitch3","other","The opposite of love is not hate, it's indifference. -  Elie Wiesel","other","other"
"Nioki77","other","Was pursing a double major in Sustainability & Geology at UTK. Cancer survivor who loves creating art in various mediums, photography, BTS, & LFC! FUCK CANCER!","other","other"
"EyesOnGovernmnt","other","Power lies in reason, resolution, and truth. No matter how long the tyrant endures, he will be the loser at the end.
* Kahlil Gibran
#SaveDemocracy","other","other"
"kb_katey","other","Liberal, mother, feminist, crone. Cracker of wisdom. Sometimes I'm grumpy. That which does not kill me makes me stranger.
 https://t.co/tupLTXhLV3","other","other"
"crocker_allie","other","RN, Instructor, Mom, Widow. #notmypresident #Resist #Blue Wave. I believe love trumps hate. ❤️","other","other"
"PamHinds","other","Event planner, prof photographer, political organizer, campaign mgr, computer instructor & web designer. Just what you need to broaden your horizon.","acad","acad"
"FRONN2020","other","Founded 2019, statewide coalition of grassroots volunteers to bring RON laws to all of Florida; Success in Orange Co., Now we push #flrtcw2024; Here to Stay!","other","other"
"Trent_PhD","other","“I ain't afraid of you. I'm just a victim of your fears. You cower in your tower praying that I'll disappear” - Saul Williams","other","other"
"Paposaurus","other","Attended Midvale School for The Gifted.","other","other"
"maggiesmom1_mom","other","animal lover Trolls will be blocked. If you reply moronically, & I don’t respond, then know I’ve not seen it because you’re blocked or muted. #RESISTANCE","other","other"
"jimk155_jim","other","USAF  Vet","other","other"
"PresidiotTrump","other","“If you believe what you like in the Gospel, and reject what you don’t like, it is not the Gospel you believe, but yourself.” St Augustine","other","other"
"FretodrmMel","other","Writing, wandering, woman. Loves swimming, Firenze, cappuccino, and the sound of my boots tamping on the soft, forest floor.","other","other"
"j00623pei47mw5y","other","🔥☀️🖤🌓🍀🍀💧❄75🇺🇳👹🍓☯️🐻🐯🤠📺⚔🐦☆НТВ🇺🇦🇪🇦🇩🇪🇦🇬🇦🇷8879÷X35079#Все♈♉♍♑800✈S88○🌓🏳️‍🌈🇷🇺Микрокос⬜🔶️🚦🇧🇶Y3ЖIОIЖТварь0🌐⚫🔴♐XX6х9млн👽Кибер1920 4","other","other"
"rembike","other","bike nerd, r.e.m. nerd, potter nerd, non practicing vegetarian","other","other"
"snigglewits","other","Husband, father, hobbyist.","other","other"
"ParkerPottery","other","co-founder and former owner of St Petersburg Clay Co. Now owner of Charlie Parker Pottery, a full service ceramic studio and membership.","other","other"
"JamezDezmond","other","Helping #HubSpot customers navigate since ‘10 & I like my sugar with coffee & cream! Journey: @molestreet @impactbnd @bluleadz @inboundclinic @hubslackers 🧡","other","other"
"bearofroses","other","Multicat always and forever ✨","other","other"
"Carl_Bearden","other","Dangerous to political ne’er-do-wells of any party and to all@who would attack our freedoms under cover of faux wokeness!","other","other"
"sorenande","other","Generalist and Possibilist with strong interest and commitment for a sustainable world. #climatechange #climatecrisis #IStandWithGreta","other","other"
"BottomFeederMus","other","CEO - Bottom Feeder Music Group.  Epic, 300, Roc Nation , Def Jam, Warner + 2014 Global Spin Award Winner Online Record Breaker OTY -     bfblasts@gmail.com","other","other"
"JeanetteKStone1","other","U.S. Army (Ret.).  Poor, white, rural appalachian foster care kid who enlisted.  Formative years spent with other white folk.  No supremacy observed.","other","other"
"cherylo517","other","Ridin with Biden🌊🌊🌊🌊🌊🌊🌊","other","other"
"moluvs2dive","other","Terrified by the prospect of a GQP led country VOTE Blue and protect your immediate future and that of your children’s children! Our planet is dying","other","other"
"CayoCornelio","other-int","A veces uno sabe de que lado estar, simplemente viendo quienes están del otro lado.","other","other"
"JChokonen","other","After Altamira all is decadence, we have invented nothing
Pablo Picasso  🌐","other","other"
"CoreyOgle1","other","gun control advocate
proud BLM and MFOL supporter
he/him","other","other"
"AtesianoBrenda","other","Mother, wife, nature lover, mediocre farmer. “There is always a reason to smile, find it.” 👩🏻‍🌾☀️","other","other"
"LindstromRick","other","all the Miami sports","other","other"
"KatherinAlemanH","other-int","Diosa de pelo negro y piel morena. Un encanto al caminar 👠","other","other"
"CarolK47","other","Retired Language Arts/Reading Intervention teacher — Reader, Walker, Supporter of democracy","other","other"
"madayday","other","I wonder what my parallel self is doing rn","other","other"
"LilwskysChaos","other","Pinned tweet is a thread of threads.

Trump & his conspirators are still free, & that is an abomination to our democracy.

https://t.co/tuAQT7Px7H","other","other"
"trob4bama","other","Alabama does. I rarely tweet some call it a “twisper”. 99.9% of tweets are my own and they’re usually about sports usually usually about Alabama or PGA.","other","other"
"tylersmom1212","other","Impeach Trump, justice and fairness for the poor and middle class. Full time landscaper. Stop the Hate, environmental educated, climate change is real! #resist,","other","other"
"gbwilliams56","other","#Environment#ecosystem#extinction#facts#Internationalcitizen#Tibet#Karma# Agritourism#TropicalAgriculture#Tropicalag#California#heritagebreeds#GreenCarsandworld","other","other"
"NCAA6464","other","Realtor, Sports Fanatic, Animal Lover","other","other"
"LangstonAWalke1","other","Observer. Crusader for righteousness. Believer in science, facts and equality for all humanity. #Resist #BLM #FactsMatter #1Earth1People #UnitedBlue No DMs!","other","other"
"Cameron_W64","other","9/11 WTC-attack survivor.
Born in FL; grew up in NYC. #Empathy 
PLEASE RETWEET; it amplifies our voices! Background is Cooper Lake in Woodstock, NY, by me.","other","other"
"bryan_thompsonj","other","Recovering Republican/Never Trump. UNC Tar Heel Basketball. USC Gamecock Football. UFC Fanatic. LeBron is King. #TITANUP

BIDEN/HARRIS 2020","other","other"
"MbgVIKING","other","Retired Gulf of Mexico Offshore Capt for 40yr. Developed software 30 yrs ago for bottom data imaging. Satire when bored.","other","other"
"Bidensuckscock","other","Politicians are ALL lying POS
I think for myself
DC Swamp is corrupt as hell","other","other"
"StetsonLRev","acad","Stetson Law Review is Stetson's premier academic journal. Each issue is presented in a symposium format to address contemporary legal topics. RT≠endorsement","other","other"
"TeresaSnyderPho","other","Painter. Artist. Entrepreneur. Free Spirit. I am a little blue dot in GA. #resistance. #resist #bluewave I follow back 🌊🌊check out my art at @grannieart","other","other"
"LakeHideout","other","Blue dot red state. USAF Vet; Patriot, Taxpayer, Antifascist. 🌊 🇺🇦 💉Humanist, Disabled w/RA #WeAreDemocracy #BLM #EqualPay 🚫crypto🚫DM🚫MAGA","other","other"
"Lovie_19","other","Wife,Mom,3rd gen DEMOCRAT *IBEW UNION STRONG* *I VET accounts* #OV1 z23 #demcastFl *NO LISTS*","other","other"
"NateTheLeftist","other","GNC (he/him). Compassionate and antifascist. Join @Orlando_DSA? Eh, form community defense groups. #WeProtectUs #UnderNoPretext","other","other"
"MayorOfTampaBay","other","America's 1st #HipHopPolitician serves ALL 5 Boros (Pinellas, Pasco, Manatee, Hillsborough, Hernando) & wants #LightRail facilitating our World Class Amenities.","other","other"
"mccles68","other","Jersey Girl living in a Georgia world.","other","other"
"BtcBee","other","Just a Bee looking for some BTC honey...:-)","other","other"
"yankegrl22","media","professional photographer,music lover,weather chaser,sports fan, paraprofessional","other","other"
"Hurshal","other","HurshalNewZ Group. 

A vote for any political leader, is a vote for the devil.","other","other"
"phinawatts","other","Born with a twin brother.
I am a Christian, and  100% democrat. I am fully vaccinated and believe in science 🆒️💙💪💙💙💙fight for our democracy 💙💯","other","other"
"G2Fuller","other","""""The only true wisdom is in knowing you know nothing.""""
~Socrates","other","other"
"LLupteach","other","Wife, mother, grandmother, retired elementary teacher, and passionate, progressive democrat.","other","other"
"BrotherBeeBop","other","Angry Shop Steward | Hospital Worker | Gubmint | Soybean Futures | Sports | Florida Man | @mattgaetz is horrible garbage","other","other"
"Jeffreys703","other","Health System Specialist@ WRNMMC and proud Air Force veteran! Enjoy running, hiking and being in the great outdoors! Park Univ. alum","other","other"
"DianaMiller5","other","Not looking for a relationship.     
#ProtectOurDemocracy #SupportDemocrats #CallOutGOPHypocrisy #NoFascismAllowed #WomenAreNotProperty","other","other"
"DolphinRescuer","other","Participated in Dolphin Rescues & avid sailor, speaks 4 voiceless dolphins. Proud member of @Dolphin_Project &Cove Monitor, founder of  Save the Blood Dolphins!","other","other"
"notholdingback9","other","Your sex, religion or political party don’t matter, if U say something stupid we will call you out. We saying out loud what everyone is thinking in their heads","other","other"
"Debb719","other","Democrat for life. . My family is my everything.","other","other"
"mamahasaheadac1","other","RN Nana 🌏🌍🌎climate chg. daughter sister mother grandmother. “I’m mad and I’m not going to take it anymore.” #makeadifference2020, #blue #Auburn #🌊🌊","other","other"
"Nkanterman","other","FancyNancyK! Tennis, Peloton, sports, business, food and wine. #NYR #NYY#NYG #Goblue #delraybeach🐢","other","other"
"LaineyD1988","other","Mom, Granny, Veterans Daughter, Animal Lover, Patriot. Any country can be a republic, but we are a democracy, and that’s better. #VoteBlueToSaveDemocracy","other","other"
"LinVivo","other","Floridian, wife, mother, grandmother, UF grad, Christian. Conservative.  MAGA2020 Proud of my Governor Ron DeSantis!","other","other"
"LeePemberton14","other","Create, play, have fun, live all you can.","other","other"
"LadySuxxx","other","I'm a Post Op 42F Jewish Trans Girl. Trans Girls are Girls #VitiligoGirl🔞Don’t follow me if your just going to unfollow I’ll unfollow you too. Capish?!","other","other"
"Candim9","other","I say what I feel with out the BS.. Please do not attack me for my views.. I am a proud Democrat #Biden/Harris Absolutely love Bonjovi! No DMs","other","other"
"ChavidrueBerger","other","@BradyBuzz #Resist @MomsDemand @CSGV NRA said my child's life was less important than the """"right"""" to have a gun. Dem, retired RN, pianist/drummer's wife, 5genFL","other","other"
"cantgoback69","other","Maine Yankee living in a forest in California. Artist, singer, & relentless defender of indigenous rights. Deal with it.","other","other"
"Flamingo_Pulse","other","Your source for historical media & much more!
(May contain suggestive content, but nothing NSFW)
Icon by @_likeshine_ & @RaymieX

Main: @ChocoMingo","other","other"
"MaaTchaKhun","other","Non Partisan ⚡ Energy and life requires a mutual balance of opposite forces ⚡ Long #Bitcoin Short the banksters ⚡ practise safe CEX; not your keys not your coin","other","other"
"mj_reuther","other","Proud Respiratory Therapist. Wanna-be amateur photographer on Instagram @ MJReuther.","other","other"
"primucci_laura","other","Kind soul. Sensitive and funny spirit. Curious mind. Italian blooded body. Born in Argentina and living @ the Space Coast. Compass? Catalina. Copilot? Peter.","other","other"
"DanHenson9","other","#realtor #realestate #residential #commercial #newconstruction #businessbroker #suncoast #sarasota #bradenton #tampa #stpete #venice #clearwater (941) 232-6287","other","other"
"latinxvote2020","other","We are a group of citizens from Sarasota and Manatee counties in Florida, trying to motivate our community to participate and vote.","other","other"
